Datetime,Data,Remainder,Seasonal168,Seasonal24,Seasonal8736,Trend
2018-06-08 02:00:00,31752.38855,1417.2302359999999,1169.420617,-2204.089406,-2273.4316870000002,33643.25879
2018-06-08 03:00:00,30650.63855,1380.658125,1146.732957,-3349.471962,-2170.470655,33643.19008
2018-06-08 04:00:00,29579.03855,1285.514159,1182.451849,-4344.060181,-2187.988655,33643.121380000004
2018-06-08 05:00:00,28125.75855,1378.76021,1255.733676,-5908.671585,-2243.116423,33643.05267
2018-06-08 06:00:00,27766.05855,1470.181844,1378.367785,-6458.179467,-2267.295577,33642.98397
2018-06-08 07:00:00,28974.33855,1573.363287,1549.00956,-5548.2779439999995,-2242.671613,33642.91526
2018-06-08 08:00:00,32863.97855,2004.7451600000002,1725.3885050000001,-2215.687523,-2293.314145,33642.84655
2018-06-08 09:00:00,34886.37855,1987.927972,1632.152083,-94.5018742,-2281.977479,33642.77785
2018-06-08 10:00:00,35739.97855,2219.065762,1326.080579,779.0206389,-2226.897572,33642.70914
2018-06-08 11:00:00,36546.27855,2226.2143690000003,1247.594433,1555.166695,-2125.337382,33642.640439999996
2018-06-08 12:00:00,35417.77855,2278.5474050000003,749.4428547,832.3311182,-2085.1145579999998,33642.57173
2018-06-08 13:00:00,35060.51855,1896.2319300000001,-109.68975159999998,1597.523578,-1966.05023,33642.50302
2018-06-08 14:00:00,37659.03855,2298.8588019999997,1017.8644960000001,2915.271213,-2215.3902789999997,33642.43432
2018-06-08 15:00:00,38218.57855,2380.673257,1241.346358,3113.7233690000003,-2159.530045,33642.36561
2018-06-08 16:00:00,38339.03855,2290.039159,1251.133818,3222.511029,-2066.942361,33642.296910000005
2018-06-08 17:00:00,38024.38855,2133.646342,1135.282937,2976.971674,-1863.7406030000002,33642.2282
2018-06-08 18:00:00,37592.57855,2080.335698,876.8266507999999,2683.987029,-1690.730321,33642.15949
2018-06-08 19:00:00,36980.65855,1696.2090460000002,668.9754088999999,2726.71093,-1753.3276219999998,33642.090789999995
2018-06-08 20:00:00,36497.92855,1829.825919,625.8098681,2089.621799,-1689.351118,33642.02208
2018-06-08 21:00:00,37002.63855,1809.7368370000002,526.4802105,2685.7165809999997,-1661.248453,33641.95338
2018-06-08 22:00:00,36868.61855,1834.226016,568.9161408,2506.923835,-1683.332111,33641.88467
2018-06-08 23:00:00,35751.71855,1883.235871,691.4634798,1287.355164,-1752.151927,33641.81596
2018-06-09 00:00:00,33607.578539999995,2188.2048879999998,547.2095304,180.05677480000003,-2949.639907,33641.747260000004
2018-06-09 01:00:00,32307.718539999998,2071.718348,563.1667932,-1009.6191150000001,-2959.226033,33641.67855
2018-06-09 02:00:00,31173.378539999998,2090.8294100000003,557.9793457000001,-2114.932096,-3002.107961,33641.60985
2018-06-09 03:00:00,29966.39854,2081.723452,504.3175863,-3276.839532,-2984.344102,33641.54114
2018-06-09 04:00:00,28922.868539999996,2066.508843,540.8582203,-4313.54497,-3012.425982,33641.47243
2018-06-09 05:00:00,27298.75854,1961.4962280000002,461.095342,-5885.959897,-2879.276857,33641.40373
2018-06-09 06:00:00,26691.17854,1943.0518690000001,286.1317053,-6428.000382,-2751.339669,33641.33502
2018-06-09 07:00:00,27171.068539999997,1892.923697,-78.07133812,-5545.602726,-2739.447404,33641.26631
2018-06-09 08:00:00,30003.018539999997,2088.507079,-859.4686398,-2290.55277,-2576.6647350000003,33641.19761
2018-06-09 09:00:00,32605.288539999998,2440.268411,-823.5683747,-168.867962,-2483.6724329999997,33641.1289
2018-06-09 10:00:00,33539.51854,2342.1966390000002,-559.8779823,723.8931817000001,-2607.753491,33641.0602
2018-06-09 11:00:00,34371.368539999996,2442.242005,-524.5302128999999,1464.605359,-2651.940098,33640.99149
2018-06-09 12:00:00,33957.80854,2465.016109,-293.75765,799.0269556,-2653.399656,33640.92278
2018-06-09 13:00:00,34731.44854,2593.410054,-444.6924636,1541.902906,-2600.026031,33640.854080000005
2018-06-09 14:00:00,35430.27854,2561.27766,-1189.922345,2835.706523,-2417.568667,33640.78537
2018-06-09 15:00:00,35404.97854,2538.634334,-1397.4245859999999,3022.6694850000003,-2399.617357,33640.71667
2018-06-09 16:00:00,35505.298539999996,2556.0798879999998,-1574.8712460000002,3125.267825,-2241.825884,33640.64796
2018-06-09 17:00:00,35620.59854,2683.548758,-1466.088267,2891.830897,-2129.272098,33640.57925
2018-06-09 18:00:00,35905.42854,2722.819372,-859.4914752000001,2624.695318,-2223.105219,33640.51055
2018-06-09 19:00:00,36276.65854,2719.920951,-560.8319895,2695.788631,-2218.6608920000003,33640.44184
2018-06-09 20:00:00,35237.51854,2359.103577,-540.939477,2095.520571,-2316.539264,33640.373139999996
2018-06-09 21:00:00,35873.798539999996,2491.530629,-598.2947195,2657.453751,-2317.195546,33640.304430000004
2018-06-09 22:00:00,35561.27854,2404.2403170000002,-672.7202187999999,2506.751609,-2317.228887,33640.23572
2018-06-09 23:00:00,34080.99854,2394.753452,-814.9037186,1271.438183,-2410.45639,33640.16702
2018-06-10 00:00:00,32701.778260000003,1556.076585,-628.1949484,463.48758530000003,-2329.68927,33640.09831
2018-06-10 01:00:00,31479.78826,1535.43651,-598.1112191000001,-742.7393336,-2354.8273,33640.029610000005
2018-06-10 02:00:00,30423.158260000004,1528.0399300000001,-548.6480278,-1880.749751,-2315.444788,33639.9609
2018-06-10 03:00:00,29058.44826,1480.443221,-629.7369318,-3043.879318,-2388.2709019999998,33639.89219
2018-06-10 04:00:00,27744.578260000002,1429.835738,-799.4062432,-4104.378522999999,-2421.2961969999997,33639.823489999995
2018-06-10 05:00:00,25860.95826,1382.0224289999999,-977.8425399,-5672.888633,-2510.0877739999996,33639.75478
2018-06-10 06:00:00,24949.148259999998,1376.668052,-1483.378944,-6190.968258,-2392.858662,33639.68608
2018-06-10 07:00:00,24872.43826,1519.153953,-2723.974906,-5393.9329179999995,-2168.425235,33639.61737
2018-06-10 08:00:00,25486.82826,1670.1225359999999,-5603.577616,-2411.00225,-1808.263069,33639.54866
2018-06-10 09:00:00,26596.26826,1670.209513,-6618.836586,-358.9678717,-1735.61675,33639.479960000004
2018-06-10 10:00:00,27755.508260000002,1594.110998,-6346.2976100000005,541.2336762,-1672.950052,33639.41125
2018-06-10 11:00:00,28721.348260000002,1621.406,-6191.390636,1250.0153300000002,-1598.024975,33639.34255
2018-06-10 12:00:00,28823.71826,1350.4423789999998,-5163.085009,687.6561188999999,-1690.569065,33639.273839999994
2018-06-10 13:00:00,29736.64826,1574.705946,-5227.856893,1393.633052,-1643.038975,33639.20513
2018-06-10 14:00:00,30362.19826,1717.110605,-5968.063822,2565.649142,-1591.6340890000001,33639.13643
2018-06-10 15:00:00,30702.458260000003,1672.259853,-5858.898165,2723.6656359999997,-1473.636782,33639.06772
2018-06-10 16:00:00,31024.21826,1663.2857,-5626.778484,2822.01128,-1473.299248,33638.99901
2018-06-10 17:00:00,31367.008260000002,1583.136042,-4868.892073,2649.070693,-1635.236707,33638.93031
2018-06-10 18:00:00,32317.838260000004,1564.624816,-3564.91505,2494.233127,-1814.966232,33638.8616
2018-06-10 19:00:00,33049.738260000006,1584.355472,-2853.834034,2651.802189,-1971.3782609999998,33638.7929
